city,company_name,country,governate,location,mode,name,type,url
it specialist,Confidential,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/55KwigwmHtPW-IT-Specialist-Cairo-Egypt
laravel developer,Confidential,freelance / project,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/9LrJ5MUpBuGw-Laravel-Developer-Alexandria-Egypt
microsoft dynamics manager,Allamna Integrated Solutions,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/8cESCrh8l0zO-Microsoft-Dynamics-Manager-Allamna-Integrated-Solutions-Cairo-Egypt
system administrator,Innuva IT Solutions,full time,on-site,"Bolkly, Alexandria, Egypt",Bolkly,Alexandria,Egypt,https://wuzzuf.net/jobs/p/wPtVrRdb6Nbm-System-Administrator-Innuva-IT-Solutions-Alexandria-Egypt
dot net developer,Advansys Telecom,full time,on-site,"Downtown, Cairo, Egypt",Downtown,Cairo,Egypt,https://wuzzuf.net/jobs/p/ERIkOpYm8tD2-Dot-Net-Developer-Advansys-Telecom-Cairo-Egypt
etl developer,ISFP,full time,on-site,"Smouha, Alexandria, Egypt",Smouha,Alexandria,Egypt,https://wuzzuf.net/jobs/p/AfrYCzxCUSci-ETL-Developer-ISFP-Alexandria-Egypt
"full stack developer (.net, angular)",Confidential,full time,remote,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/OXTOGSxpY0dg-Full-Stack-Developer-Net-Angular-Alexandria-Egypt
junior it specialist/engineer,Triangle Energy,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/OzLIy3UgoXE7-Junior-IT-SpecialistEngineer-Triangle-Energy-Cairo-Egypt
etl specialist,Raya Customer Experience,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/VueVDj7Q9Mhe-ETL-Specialist-Raya-Customer-Experience-Giza-Egypt
react native developer,Advansys Telecom,full time,on-site,"Downtown, Cairo, Egypt",Downtown,Cairo,Egypt,https://wuzzuf.net/jobs/p/rPhdi9jUGWgd-React-Native-Developer-Advansys-Telecom-Cairo-Egypt
security engineer,Multi M Group,full time,on-site,"khanka, Qalubia, Egypt",khanka,Qalubia,Egypt,https://wuzzuf.net/jobs/p/ZfVzmDobpAJp-Security-Engineer-Multi-M-Group-Qalubia-Egypt
"sap successfactors consultants (ec, lms, pmgm)",Netcompay- Intrasoft,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/lMHNG4haXCMy-SAP-SuccessFactors-Consultants-EC-LMS-PMGM-Netcompay--Intrasoft-Cairo-Egypt
it application support specialist,Chubb life Insurance,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/yvoeYEx6PhHM-IT-application-support-Specialist-Chubb-life-Insurance-Cairo-Egypt
scrum master,Al Soug-Cashi,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/H3FIrVzF6kj5-Scrum-Master-Al-Soug-Cashi-Giza-Egypt
software quality control,Youxel,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/Yq09r6NrSMV7-Software-Quality-Control-Youxel-Cairo-Egypt
senior business developer,Gulf Data International,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/YtbzHVWK34Kd-Senior-Business-developer-Gulf-Data-International-Cairo-Egypt
senior motion graphic,Confidential,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/UFFjX54uvGVb-Senior-Motion-Graphic-Cairo-Egypt
software testing,Cubic Information Systems,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/7ebT7RypOh16-Software-Testing-Cubic-Information-Systems-Cairo-Egypt
call center agent,Mirrorful,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/BtYvb6gp9PFF-Call-Center-Agent-Mirrorful-Cairo-Egypt
senior ui/ux designer,qTech.,full time,on-site,"Mansoura, Dakahlia, Egypt",Mansoura,Dakahlia,Egypt,https://wuzzuf.net/jobs/p/RIe6uXjB4ugu-Senior-UIUX-Designer-qTech-Dakahlia-Egypt
sr. backend developer,QARA,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/egrmRAX1Fx45-Sr-Backend-Developer-QARA-Cairo-Egypt
project coordinator,BTC-Egypt Gold,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/6hDfhp9BNYvO-Project-Coordinator-BTC-Egypt-Gold-Cairo-Egypt
oracle netsuite planning / bi / dwh consultant,BTC-Egypt Gold,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/XDiY6f8C4AR8-Oracle-NetSuite-Planning-BI-DWH-Consultant-BTC-Egypt-Gold-Cairo-Egypt
oracle netsuite crm consultant,BTC-Egypt Gold,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/ftrNiIwqtuCP-Oracle-NetSuite-CRM-Consultant-BTC-Egypt-Gold-Cairo-Egypt
oracle netsuite supply chain consultant,BTC-Egypt Gold,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/sJNfC1IouH02-Oracle-NetSuite-Supply-Chain-Consultant-BTC-Egypt-Gold-Cairo-Egypt
oracle netsuite financial consultant,BTC-Egypt Gold,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/P8oFzz4Ho93j-Oracle-NetSuite-Financial-Consultant-BTC-Egypt-Gold-Cairo-Egypt
database administrator (dba),ARPUPLUS,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/6Ct9Q4ZfQ9zH-Database-administrator-DBA-ARPUPLUS-Giza-Egypt
talent acquisition specialist,Data Science,full time,hybrid,"Hadayek October, Giza, Egypt",Hadayek October,Giza,Egypt,https://wuzzuf.net/jobs/p/YFLR2YPfVSGT-Talent-Acquisition-Specialist-Data-Science-Giza-Egypt
senior kotlin backend,Al Soug-Cashi,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/7Rca80Xcevol-Senior-Kotlin-Backend-Al-Soug-Cashi-Giza-Egypt
devops engineer,Bright Creations,full time,hybrid,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/waHyLZm1x8kZ-DevOps-Engineer-Bright-Creations-Giza-Egypt
shopify web developer,Union Group,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/DHevNbZp2FYb-Shopify-Web-Developer-Union-Group-Cairo-Egypt
senior dotnet developer,Confidential,full time,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/50oEjdgMhdyT-Senior-DotNET-Developer-Alexandria-Egypt
it specialist,Oasis Distribution,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/IyA55k8zLvMx-IT-Specialist-Oasis-Distribution-Cairo-Egypt
retail sales - computers components and gaming hardware,compudata center,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/3YXAcPEqcxxp-Retail-Sales---Computers-Components-and-Gaming-Hardware-compudata-center-Cairo-Egypt
service desk engineer,Confidential,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/IOQTXTBdYGZI-Service-Desk-Engineer-Cairo-Egypt
system administrator,Alex for Programming,full time,on-site,"Bolkly, Alexandria, Egypt",Bolkly,Alexandria,Egypt,https://wuzzuf.net/jobs/p/mvyq4TK1iBiN-System-Administrator-Alex-for-Programming-Alexandria-Egypt
android developer,34ML,full time,hybrid,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/l7u2o1qC832K-Android-Developer-34ML-Cairo-Egypt
ios developer,34ML,full time,hybrid,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/7KKgv5vMWGMt-iOS-Developer-34ML-Cairo-Egypt
junior full stack .net developer,Aliaict,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/BnOPccmwwLt2-Junior-Full-Stack-NET-Developer-Aliaict-Cairo-Egypt
scrum master,Youxel,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/ult9DqM41g3j-Scrum-Master-Youxel-Cairo-Egypt
senior software technical support engineer,Advanced Solutions,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/VeM98DBX6JEX-Senior-Software-Technical-Support-Engineer-Advanced-Solutions-Cairo-Egypt
it help desk,Value Development,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/etr7sNN7HV21-IT-Help-Desk-Value-Development-Cairo-Egypt
it intern,Skywalk Developments,internship,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/internship/OYi5kF28Z2XW-IT-Intern-Skywalk-Developments-Giza-Egypt
senior laravel developer,Enegix,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/Uho6glFzo5X2-Senior-Laravel-Developer-Enegix-Alexandria-Egypt
iot engineer,HITS Solutions,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/ar3khshfEahI-IoT-Engineer-HITS-Solutions-Cairo-Egypt
junior quality control,Al Soug-Cashi,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/vjw7w49IUYW7-Junior-Quality-Control-Al-Soug-Cashi-Giza-Egypt
junior software engineer,Al Soug-Cashi,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/OyE7sOCevuIN-Junior-Software-Engineer-Al-Soug-Cashi-Giza-Egypt
maintenance technical support specialist,Compu master,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/oTUuBZ08doyX-Maintenance-Technical-Support-Specialist-Compu-master-Cairo-Egypt
trainer,Syrve Middle East,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/jBevzUXjicrb-Trainer-Syrve-Middle-East-Cairo-Egypt
react native mobile developer,GCSSD,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/YFHKDUPsCwdZ-React-Native-Mobile-Developer-GCSSD-Cairo-Egypt
dazu pay - python developer (fintech),Bright Creations,full time,hybrid,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/cYCloMvK8u3q-DAZU-Pay---Python-Developer-FinTech-Bright-Creations-Giza-Egypt
security system engineer,Share Technologies,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/Rc1bBvbCQqNT-Security-System-Engineer-Share-Technologies-Cairo-Egypt
enterprise vault system engineer,Share Technologies,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/OpiTglnhsECz-Enterprise-Vault-System-Engineer-Share-Technologies-Cairo-Egypt
laravel php developer,HIGH SOLVE,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/fs6ilrndP4xL-Laravel-PHP-Developer-HIGH-SOLVE-Cairo-Egypt
it business partner,British University of Egypt,full time,on-site,"Shorouk City, Cairo, Egypt",Shorouk City,Cairo,Egypt,https://wuzzuf.net/jobs/p/aO3FyXw72p9l-IT-Business-Partner-British-University-of-Egypt-Cairo-Egypt
information security section head,British University of Egypt,full time,on-site,"Shorouk City, Cairo, Egypt",Shorouk City,Cairo,Egypt,https://wuzzuf.net/jobs/p/sdjSt5iLUhSK-Information-Security-Section-Head-British-University-of-Egypt-Cairo-Egypt
senior dot net developer,Union Coop,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/PIqoLAZhysBV-Senior-Dot-Net-Developer-Union-Coop-Giza-Egypt
application support / senior & junior,EAST,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/nojKgzHKFJAf-Application-Support-Senior-Junior-EAST-Cairo-Egypt
senior full stack .net developer,Aliaict,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/niOhYFEtiQYg-Senior-Full-Stack-Net-Developer-Aliaict-Cairo-Egypt
senior android developer (on-site),Union Coop,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/rVdn6ouGcdwo-Senior-Android-Developer-on-site-Union-Coop-Giza-Egypt
erpnext developer,Confidential,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/i9Hp5XFp0CnH-ERPNext-Developer-Cairo-Egypt
odoo developer,Xyris Digital Solutions,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/jtqZd7N7VwaV-Odoo-Developer-Xyris-Digital-Solutions-Cairo-Egypt
maintenance engineer,Tatas,full time,on-site,"Abdeen, Cairo, Egypt",Abdeen,Cairo,Egypt,https://wuzzuf.net/jobs/p/17oavUbWQS2D-Maintenance-Engineer-Tatas-Cairo-Egypt
technical software integration and support engineer,ITGoals,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/3DN22GHZPh4I-Technical-Software-integration-and-support-engineer-ITGoals-Cairo-Egypt
digital marketing analyst and optimizer,SNAP14 Productions,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/chvX2WM38TOt-Digital-Marketing-Analyst-and-Optimizer-SNAP14-Productions-Cairo-Egypt
"senior full stack developer (.net core , angular 8+) onsite",Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/TVSCXfE1Bpmj-Senior-Full-Stack-Developer-NET-core-Angular-8-Onsite-Cairo-Egypt
level designer,Makouk,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/KabX2oBGWCAw-Level-Designer-Makouk-Cairo-Egypt
zoho implementation specialist & it generalist,SNAP14 Productions,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/4zAzYRgYCq4I-Zoho-Implementation-Specialist-IT-Generalist-SNAP14-Productions-Cairo-Egypt
quality control engineer,Confidential,full time,on-site,"Alsadat City, Monufya, Egypt",Alsadat City,Monufya,Egypt,https://wuzzuf.net/jobs/p/gbHbP9iak7Zr-Quality-Control-Engineer-Monufya-Egypt
technical support specialist,Talaat Moustafa Group,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/KIEiWpUNZAbI-Technical-Support-Specialist-Talaat-Moustafa-Group-Giza-Egypt
sales indoor (good english) etisalat egypt,Etisalat Egypt,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/iEyUVV6k9HGT-Sales-indoor-Good-English-Etisalat-Egypt-Etisalat-Egypt-Cairo-Egypt
it manager,Skywalk Developments,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/v8XkDuhc4TZR-IT-Manager-Skywalk-Developments-Giza-Egypt
customer support associate,Paymob Solutions,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/chD1hn2rZ3VK-Customer-Support-Associate-Paymob-Solutions-Cairo-Egypt
ai technical team lead (computer vision focus & nlp),Lumin,full time,hybrid,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/1kRUuVPxsf8W-AI-Technical-Team-Lead-Computer-Vision-Focus-NLP-Lumin-Giza-Egypt
backend developer (nodejs),Makouk,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/hOnEP5wjRKOK-Backend-Developer-NodeJS-Makouk-Cairo-Egypt
senior full stack developer (laravel - vue.js),Seoudi Supermarket,full time,on-site,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/2FJ93yetjDgQ-Senior-Full-Stack-Developer-Laravel---Vuejs-Seoudi-Supermarket-Giza-Egypt
quality control technician,Confidential,full time,on-site,"Alsadat City, Monufya, Egypt",Alsadat City,Monufya,Egypt,https://wuzzuf.net/jobs/p/UICNl5cjaib0-Quality-Control-Technician-Monufya-Egypt
senior ms exchange engineer,Roaya,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/yyb552mvqZP6-Senior-MS-Exchange-Engineer-Roaya-Cairo-Egypt
it help desk technician,The ENGN,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/TLRpFQBd1rqQ-IT-Help-Desk-Technician-The-ENGN-Cairo-Egypt
senior software engineer – dynamics 365 crm and power platform,LINK Development,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/9IL8QzCZUJZu-Senior-Software-Engineer-–-Dynamics-365-CRM-and-Power-Platform-LINK-Development-Cairo-Egypt
senior ui/ux designer,Union Coop,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/uBw9bgOnShYg-Senior-UIUX-Designer-Union-Coop-Giza-Egypt
senior full stack developer,Enegix,full time,remote,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/Sfo5Ul5AZq3Y-Senior-Full-Stack-Developer-Enegix-Alexandria-Egypt
senior devops engineer,Enegix,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/MGJxmUdt78pB-Senior-Devops-Engineer-Enegix-Alexandria-Egypt
senior backend developer,FirstTech,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/d5e62VakZrAz-Senior-Backend-Developer-FirstTech-Cairo-Egypt
it manager,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/7HdLse3HAHw7-IT-Manager-Cairo-Egypt
e-learning systems specialist,EELU,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/e1JItgbNdrN8-E-Learning-Systems-Specialist-EELU-Giza-Egypt
ui/ux designer,EELU,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/gOE1RrEMwx0a-UIUX-Designer-EELU-Giza-Egypt
back-end node.js developer,EELU,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/TVv3YVPCjMKF-Back-End-Nodejs-Developer-EELU-Giza-Egypt
quality assurance engineer,LINK Development,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/Apn367kRUHMF-Quality-Assurance-Engineer-LINK-Development-Cairo-Egypt
it engineer intern,L'azurde for Jewelry,internship,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/internship/fZDj577J940E-IT-Engineer-Intern-Lazurde-for-Jewelry-Cairo-Egypt
senior php developer,Al Soug-Cashi,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/3GGUjEw9Ctno-Senior-PHP-Developer-Al-Soug-Cashi-Giza-Egypt
react frontend developer,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/yE4QJg0j7nnf-React-Frontend-Developer-Cairo-Egypt
laravel developer,AMSTECH,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/e98drP38p0Os-Laravel-Developer-AMSTECH-Cairo-Egypt
senior quality control,Al Soug-Cashi,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/OOkZlTG2zwhh-Senior-Quality-Control-Al-Soug-Cashi-Giza-Egypt
it help desk technician,Egast,full time,on-site,"Ameria, Alexandria, Egypt",Ameria,Alexandria,Egypt,https://wuzzuf.net/jobs/p/5oVYZh3RKd5E-IT-Help-Desk-Technician-Egast-Alexandria-Egypt
senior devops engineer,Al Soug-Cashi,full time,on-site,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/MBTrWhVRFC0d-Senior-Devops-Engineer-Al-Soug-Cashi-Giza-Egypt
hr talent acquisition specialist,Spark Systems,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/PBUhuwZLLDHS-HR-Talent-Acquisition-Specialist-Spark-Systems-Cairo-Egypt
it specialist,Al Asdekaa Group for Dairies Production and Trading,full time,on-site,"Glim, Alexandria, Egypt",Glim,Alexandria,Egypt,https://wuzzuf.net/jobs/p/hY7EcbQOzM69-IT-Specialist-Al-Asdekaa-Group-for-Dairies-Production-and-Trading-Alexandria-Egypt
technical office engineer-security systems,Tatas,full time,on-site,"Abdeen, Cairo, Egypt",Abdeen,Cairo,Egypt,https://wuzzuf.net/jobs/p/c7hAtzaNP1fM-Technical-Office-Engineer-Security-Systems-Tatas-Cairo-Egypt
shopify developer,Elsewedy industries,part time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/2YQHFue5wO95-Shopify-Developer-Elsewedy-industries-Cairo-Egypt
it administrator,Decorama,full time,on-site,"Shubra Alkhaymah, Qalubia, Egypt",Shubra Alkhaymah,Qalubia,Egypt,https://wuzzuf.net/jobs/p/MPfX3wM9fu3W-IT-Administrator-Decorama-Qalubia-Egypt
senior odoo developer,OdooTec,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/KRzQfYMvaFqr-Senior-Odoo-Developer-OdooTec-Cairo-Egypt
it technical support,RUSHBRUSH INC,full time,on-site,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/DNLSnbpKDfDV-IT-Technical-Support-RUSHBRUSH-INC-Alexandria-Egypt
senior desktop developer,United ATS,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/UWdXcZnxGVE6-Senior-Desktop-Developer-United-ATS-Cairo-Egypt
senior electrical engineer,United ATS,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/MkO00MCkBVcg-Senior-Electrical-Engineer-United-ATS-Cairo-Egypt
senior quality assurance engineer,Smartly,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/fOQXn2JOWUJb-Senior-Quality-Assurance-Engineer-Smartly-Cairo-Egypt
senior java full-stack developer,Smart Mind,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/jPInwUg1rzyE-Senior-Java-Full-Stack-Developer-Smart-Mind-Cairo-Egypt
mid-senior laravel fullstack developer,EL KHETA,full time,hybrid,"San Stefano, Alexandria, Egypt",San Stefano,Alexandria,Egypt,https://wuzzuf.net/jobs/p/bQ3jPWE7XWTT-Mid-Senior-Laravel-FullStack-Developer-EL-KHETA-Alexandria-Egypt
it help desk,Aktan Misr,full time,on-site,"Mahalla Kubra, Gharbia, Egypt",Mahalla Kubra,Gharbia,Egypt,https://wuzzuf.net/jobs/p/L3lY1xJb6C90-IT-Help-Desk-Aktan-Misr-Gharbia-Egypt
senior software business analyst / product owner,Expert Apps,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/CdjQcna2GdzW-Senior-Software-Business-Analyst-Product-Owner-Expert-Apps-Cairo-Egypt
